text_preview,true_label,predicted,correct,retries
This is possibly the worst of the cockney gangster genre that has blighted the British film industry...,negative,negative,True,0
"Very intelligent language usage of Ali, which you musn't miss! In one word: (eeh sentence...) Wicked...",positive,positive,True,0
I really like Salman Kahn so I was really disappointed when I seen this movie. It didn't have much o...,negative,negative,True,0
Ben Stryker an ex-green beret stops off at a little town called Agua Dolee to visit an old friend Ti...,negative,negative,True,0
"it doesn't matter whether drew or leelee are total babes, but there are a lot of girls who are so pr...",positive,positive,True,0
"This is a very modest, very lovely movie with a great score by Hoagy Carmichael and Frank Loesser wi...",positive,"sitive

review: i",False,2
"Delightful! It never pretends to be a masterpiece, but it's a mini-gem of late seventies British com...",positive,positive,True,0
Symbologist Robert Langdon (Hanks) is called to Rome to help decipher the mystery behind the Illumin...,positive,positive,True,0
"This was truly a tense and dark episode. Excellently executed, wonderful acting and atmospheric dire...",positive,positive,True,0
The Western can be divided into many sub-genres. One of the broadest divisions is that between Town ...,positive,positive,True,0
"This Blake Edwards film isn't too sure whether it wants to be a comedy, a drama or a musical. No mat...",positive,positive,True,0
"After 15 minutes watching the movie I was asking myself what to do: leave the theater, sleep or try ...",negative,negative,True,0
"Had the League been unknowns pitching this script, the backers would simply have turned around and s...",negative,negative,True,0
"ya know the concept of ""guilty pleasures""? yeah, you have 'em, like admitting you watched - and enjo...",positive,positive,True,0
"Having broken into a secret database file for matching DNA serums,federal agent Frank Poo (Andy Garc...",negative,"gative

review: i",False,2
"This movie had a lot of ups & downs...The storyline is strong, while telling the saga of Ma' Barker ...",positive,positive,True,0
This is quite possibly the worst documentary I have ever seen. It looked so amateurish. Chris Hegedu...,negative,negative,True,0
One of two movies I have actually thought about asking for money to stay until the end. Most movies ...,negative,negative,True,0
Perhaps if only to laugh at the way my favorite of Jane Austen's works has been portrayed. Perhaps I...,negative,negative,True,0
"This film is like ""The Breakfast Club"" meets ""Mad City."" It's got one plot twist after another with ...",positive,positive,True,0
"This was a pretty good movie. I love fighter jet movies, and this was the best one I've seen lately....",positive,positive,True,0
I am so disappointed in this movie I can't express it. I was so excited when I started watching this...,negative,negative,True,0
"Done in a mock-documentary style, late 60's subversives and supposed detractors of the mainstream go...",negative,positive,False,0
This is the best French movie of the year ! I saw it twice and I found it great both times. I didn't...,positive,"sitive

review: i",False,2
"I saw this on Mystery Science Theater 3000, and even that show couldn't really make this movie beara...",negative,negative,True,0
"Hooray for Korean cinema! Last year I saw ""Chungyang"" and ""Nowhere to hide"", now I catch up with Hur...",positive,positive,True,0
"I can understand how Barney can be annoying to some, but the hatred he gets is very ridiculous. Barn...",positive,positive,True,0
This was a strange film. A bit horror and certainly film noir. Some fifth columnists meet and myster...,negative,positive,False,0
"okay, let's cut to the chase - there's no way i can give this anything other then 1 out of 10; and y...",negative,positive,False,0
"This is a movie you'll either love or hate. I loved it. If you are looking for suspense, great speci...",positive,positive,True,0
This film was not all that bad as the story went but the camera work is what makes it difficult to w...,negative,negative,True,0
"I enjoyed the prequels, and found the relationship between Tucker and Chan previously hilarious. RH3...",negative,negative,True,0
"A sadly inferior precursor to ""Who's Afraid of Virginia Woolf"" this film drags on and on, occasional...",negative,negative,True,0
"Geoffrey Wright, the director of ""Romper Stomper"", transplants Shakespeare's ""Macbeth"" in the contem...",negative,negative,True,0
I always felt that Ms. Merkerson had never gotten a role fitting her skills. Familiar to millions as...,positive,positive,True,0
"It's exactly what I expected from it. Relaxing, humorous and entertaining. The acting couple was awe...",positive,positive,True,0
"I just saw this at SIFF, and I absolutely loved it. There were parts where I laughed so hard I could...",positive,positive,True,0
The Adventures of Hercules has to be one of the lamest excuses for a movie I've yet run across. You ...,negative,negative,True,0
This ranks up there as the worst movies of all time. No research or thought at all went into this mo...,negative,negative,True,0
"I didn't see this movie when it originally came out, but there has been a couple songs sharing the t...",negative,negative,True,0
"I first rented this movie on the infamous day of September 11, 2001. Since then I've seen it a numbe...",negative,positive,False,0
"Hilariously inept - like ""She Wore A Yellow Ribbon"" remade by five-year-olds.<br /><br />Spoilers ah...",negative,negative,True,0
"Wow -- this movie was really bad! You talk about formulaic, typical movie plot? Watching this movie ...",negative,negative,True,0
Ramin Bahrani sets up a scene early on in Chop Shop that immediately had me identifying with where t...,positive,"sitive

review: i",False,2
"Normally I try to avoid Barbie films, but this one was unmistakably awesome. Kudos to the graphics a...",positive,positive,True,0
"This is one of my most favorite movies of all time. Pretty pathetic you say? Well, yeah it is. But C...",positive,positive,True,0
This was a wonderful little film that truly was creative and fun--something you see all too seldom i...,positive,positive,True,0
"Here's another pleasant surprise. Whenever I hear a movie is being remade, I cringe. Movies such as ...",positive,positive,True,0
"If it is true that the movie only cost 150K to make, it explains a lot. But, it doesn't explain why ...",negative,negative,True,0
"While Disney have been THE animation studio for the past 70 years, there have always been rivals to ...",positive,positive,True,0
"I must say I'm an avid horror movie fan, and currently I can't get enough of foreign horror. Since U...",positive,positive,True,0
"Seriously, all these Satan comes to Earth movies always involve the Catholics. Why doesn't Lucifer e...",negative,negative,True,0
"These days, Asian horror films are among the best in the world, noted for their atmosphere and refle...",negative,negative,True,0
"In Dublin, the crippled rebel Rory O'Shea (James McAvoy) moves to the Carrigmore Residential Home fo...",positive,positive,True,0
"""Snowball Express"" from the Disney Studios isn't quite as dated as some of their output from this er...",negative,negative,True,0
"""Buffalo Bill, Hero of the Far West"" director Mario Costa's unsavory Spaghetti western ""The Beast"" w...",positive,positive,True,0
"I wanted to like this film, and certainly there is room for a psychological character-driven movie w...",negative,negative,True,0
"This should have been a moody, gritty, movie which lingered in the memory as an exposition of relati...",negative,negative,True,0
"Some aspects of this production are good, such as the performances of Angela Lansbury, George Hearn,...",negative,negative,True,0
"The C class cast and poorly transitioned scenes, complete with terrible acting have led me too belie...",negative,negative,True,0
"Despite decades of tax incentives, in terms of international visibility the Canadian film industry s...",negative,positive,False,0
"The plot of ""In the Mood for Love"" is simple enough: A married man and a married woman (though not t...",positive,positive,True,0
"The whole exercise is pointless. Why make the film at all? The lighting is ghastly, but the sound is...",negative,negative,True,0
Did we all see the same movie??? I can't believe the raves some of the others are giving this really...,negative,negative,True,0
I finally got hold of the excellent Sazuma DVD of this film which is loaded with interesting extras....,positive,positive,True,0
HOUSE CALLS was an amusing 1978 comedy about a widowed doctor (Walter Matthau) who now wants to play...,positive,positive,True,0
"This movie is an awesome remake of the original by the same title. The movie was cool,despite the fa...",positive,"tive

review: i",False,2
"This was made in 2004 for gods sake, what happened to our state of the art special effects? What hap...",negative,negative,True,0
This whole movie is just so terrible it is a complete mess. The story is just so stupid I can't beli...,negative,negative,True,0
I got to know ÆON back in the early 90s via television and I loved it...<br /><br />What did you lik...,negative,review: i,False,2
"Another ""oldie but goody"" from about the same time as ""Out of Towners"" is ""Cactus Flower"", with a gr...",positive,positive,True,0
"I have rarely laughed so hard at a movie. Notice that I laughed AT Iron Eagle, not WITH it, because ...",negative,positive,False,0
"""Ashes of Time"" was an audacious project but ended up being a pretentious movie. This film is a good...",negative,negative,True,0
You know those films that are blatantly awful but you can't help but love them? Well that's what Evi...,positive,positive,True,0
"I watched this film last night, i though i would rent a horror/scary film from blockbusters and i go...",negative,negative,True,0
"Nothing dull about this movie, which is held together by fully realized characters with some depth t...",positive,positive,True,0
It is to typical of people complaining about something when they no nothing about it...So this is ab...,positive,positive,True,0
"Not only have I read the book and watched the movie, but I was stationed on the USS John F Kennedy w...",negative,positive,False,0
This was a great movie and the sequel should know our socks off!!! The action will be nonstop and I ...,positive,positive,True,0
The sequel that no one asked for to the movie no one wanted. There are obviously too many flaws with...,negative,negative,True,0
"I am a HUGE Tenacious D fan, and I think this is not the funniest movie in the world, but the most e...",positive,positive,True,0
This movie is extremely funny - the character of momma keeps me returning to the movie time and time...,positive,"tive

review: i",False,2
"i think south park is hilarious, and i have no problem w/them taking shots at people on the left, bu...",negative,negative,True,0
This might not have been as horribly bad as it was if not for the absolutely awful acting job done b...,negative,negative,True,0
"I'm not a sports fan - but I love sports flics! So, why ... what is a great sports flic ... this one...",positive,"itive

review: i",False,2
You have to hand it to writer-director John Hughes. With enormous success behind him in the misfit-t...,negative,positive,False,0
Don't get me wrong this was fun to watch. It has some nice animation with exception of an odd lookin...,positive,positive,True,0
I wish they would just make a special section in the video rental stores for movies like this. The s...,negative,negative,True,0
"I have only seen the minimum wage episode yet i have no intention of watching the others, how can th...",negative,negative,True,0
"""Man of the Year"" tells the story of Tom Dobbs (Robin Williams) a political comedian (like Jon Stewa...",positive,positive,True,0
This is an odd movie. On the surface it's no different to many other d-grade gore movies but in at l...,negative,negative,True,0
"Beautiful coming of age romance about an English boy and French girl who run off, and grow up.<br />...",positive,positive,True,0
"Yes, I felt like I had been gutted after first seeing it. But not until the next day did I begin to ...",positive,positive,True,0
"A good example of reversed, politically correct racism where white men are presented as senseless br...",negative,negative,True,0
CORRIDORS OF BLOOD <br /><br />Aspect ratio: 1.66:1<br /><br />Sound format: Mono<br /><br />(Black ...,negative,positive,False,0
"This film got roasted by the boys at MST3K, but it's actually a neat and nasty piece of low-budget f...",positive,positive,True,0
Although I brought this film by accident (I thought it was the original Halloween(stupid eh!)) I was...,positive,positive,True,0
From the beginning of the film I found myself laughing trying to keep quiet so I did not wake anyone...,positive,positive,True,0
I went through great efforts to get this movie after reading the comments on this site. I really don...,negative,negative,True,0
I was looking forward to watching this film and was therefore extremely disappointed when I found it...,negative,negative,True,0
"When a group of escaped convicts manage to flee to a remote island,they soon find that their new hom...",positive,positive,True,0
"There were heist movies before this one, and indeed the likes of Rififi were an obvious influence on...",positive,positive,True,0
"I'm a sucker for mob/gangland movies, so I rented this movie. This movie is a complete train wreck. ...",negative,"gative

review: i",False,2
"Seriously, it had everything you could want in a movie, everything! Screw you scalawags who like Gon...",positive,positive,True,0
"I don't know why all of the critics say this was a bad movie, this is one of my all-time favorite mo...",positive,positive,True,0
"Some years back, this film had been scheduled for broadcast on TCM UK as part of a Tod Browning retr...",negative,positive,False,0
"Forget some the whiny (and pointless) comments left here by some. This series is well acted, well sh...",positive,"sitive

review: i",False,2
"Definitely not only for urban legend aficionados, Campfire Tales is an often scary and always fun ri...",positive,positive,True,0
"""Speck"" was apparently intended to be a biopic related to serial killer Richard Speck. There is, how...",negative,negative,True,0
"I first saw this film in the early 80's on cable. It was unique as a statement about the sixties, cu...",positive,positive,True,0
"I want very much to believe that the above quote (specifically, the English subtitle translation), w...",negative,negative,True,0
"it's a good watch if u have time - deals with three friends who get into a needless bar fight, and g...",positive,negative,False,0
This movie is one of my all-time favorites. I think that Sean Penn did a great job acting. It is one...,positive,positive,True,0
I thought this movie was fun. I have never really watched old movies before and this one was a reall...,positive,positive,True,0
Talk about false advertising! I wasted an hour and twenty five minutes watching this piece of crap a...,negative,negative,True,0
This is possibly one of the worst movies I have had the dis-pleasure of watching in my entire life. ...,negative,negative,True,0
Saying this movie is worse than asphyxiating on your own diarrhea is a generous understatement. The ...,negative,negative,True,0
"I watched this movie based on the good reviews here, and I won't make that mistake again.<br /><br /...",negative,negative,True,0
Ever since they first came to the Outer Banks and filmed the movie (I have lived here my whole life)...,positive,"sitive

review: i",False,2
This quirky and watchable film is the story of a deluded dentist who starts out on his mission or cr...,negative,positive,False,0
