text_preview,true_label,predicted,correct,retries
A totally pathetic attempt at movie about sacrifices of Australian Soldiers during the New Guinea Ca...,negative,negative,True,0
"""Problem Child"" was an okay movie, but did it really merit a sequel? I don't think it did. The origi...",negative,negative,True,0
Do all spoof films require pure stupidity and a lack of ANY sort of intelligence whatsoever to the h...,negative,negative,True,0
"To paraphrase the previous reviewer's comments, if you're a Stooges fan, avoid this one at all costs...",negative,negative,True,0
This is a fantastic film. The acting is some of the best I've seen. Tatyana Samojlova is obviously v...,positive,positive,True,0
DRIVING LESSONS is a little film that sneaks up on you. What at first seems to be a bit of fluffy no...,positive,positive,True,0
"Bottom-of-the-barrel stinker is so bad it's beyond funny. The ""plot"" is about an American mercenary,...",negative,negative,True,0
"Years ago, I didn't love and respect the films of Jimmy Cagney nearly as much as I do now. I noticed...",positive,positive,True,0
House of Dracula works from the same basic premise as House of Frankenstein from the year before; na...,positive,"eutral

review: lars",False,2
This feeble attempt at veering your typically bland Japanese horror movie more towards a creepy cult...,negative,negative,True,0
"""The Vicious Circle"" is a very unknown British mystery story. Like many Hitchcock movies, it's about...",positive,"eutral

review: lars",False,2
"Watching this PPV, I had high expectations for it, since Smackdown is the best show in WWE, this is ...",positive,positive,True,0
This movie was extremely boring. I only laughed a few times. I decided to rent it when I noticed Wil...,negative,negative,True,0
Saw this on French TV today and was most disappointed ! The film starts off reasonably well but noth...,negative,"tive

review: lars",False,2
"Right... so you have a dam, tons of water (that seems to flow really really slowly) and a small town...",negative,negative,True,0
"for me,this is not a good TV show,animated or otherwise.it is however,annoying to the nth degree.the...",negative,negative,True,0
I remember this film as the other person that commented said. I recorded over it but wish I had it n...,positive,negative,False,0
"This documentary is not only one of the best documentaries I've seen, but also one of the most movin...",positive,positive,True,0
"When I was young, I was a big fan of the Naked Gun movies but just recently I watched the show Polic...",positive,positive,True,0
"The acting is awkward and creepy, and not in a good way...at all. The writing, the dialogue, and the...",negative,negative,True,0
"Oops. I hired this because I thought it was Bitter harvest (1981), which was recommended. After the ...",negative,negative,True,0
"I had only written one review on IMDb prior to this, as I consider most games as unworthy of the tim...",positive,positive,True,0
"I am not a Faulkner fan (which is considered sacrilegious, especially since I grew up near the autho...",positive,"sitive

review: i",False,2
I think it was François Truffaut who said that the best movies either involve the joy of making movi...,positive,positive,True,0
Just saw this film at the Fantasy Filmfest BERLIN. i am not impressed.<br /><br />As far as the stor...,negative,negative,True,0
The plot of the movie is pretty simple : a viral outbreak turned the population into flesh-eating zo...,negative,negative,True,0
"You get a good portion of Steven Seagal environmental anxieties, and some breathless mountain views ...",negative,"gative

review: i",False,2
This film came as a gift - a late-night offering out of the blue - so unlike other reviewers I had n...,positive,positive,True,0
"I have spent many years studying all the great directors, like Kurosawa, Lean, Fulci, Lenzi, Deodato...",positive,positive,True,0
There ought to be some kind of prosecution to punish producers from financing screenplays this stupi...,negative,negative,True,0
"The subject matter was good, direction was OK. Mohanlal was efficient in his role as a Major. The ac...",negative,negative,True,0
"Im warning you people out there, this is just a waste of your time. I am being honest when I'm sayin...",negative,negative,True,0
"Despite looking dated, ""Inki and the Minah Bird"" is, my opinion, an enjoyable and charming cartoon. ...",positive,positive,True,0
This film says everything there is to say about religion - I wish it were required viewing for all b...,positive,positive,True,0
I've been waiting for this movie for SO many years! The best part is that it lives up to my visions!...,positive,positive,True,0
I have seen this movie 4 times in 5 months and i never get tired of it just because it is perfect. A...,positive,"tive

review: i",False,2
"Decent action scenes, but the movie is saddled with a slow, convoluted storyline, nearly non-existen...",negative,negative,True,0
This film is a benchmark in non-mainstream cinema history. The use of montage represents a quantum l...,positive,positive,True,0
"It's times like these I truly wish I was a more avid reader of Clive Barker's literary repertoire, s...",negative,negative,True,0
I remember when they made a big deal about this when it was coming out. They showed clips every week...,negative,negative,True,0
"Hi To read the entire plot around ""OZ"" just look at IMDb here to find it.<br /><br />**WARNING SPOIL...",positive,"itive

review: i",False,2
The limited scenery views were the only saving grace to an otherwise uneventful and boring movie. Th...,negative,negative,True,0
This movie pops up now and again on the ABC in Australia at about 3 am in the morning.<br /><br />It...,positive,positive,True,0
That's what I kept asking myself while watching this film. I mean the amount of nudity and sex was o...,negative,negative,True,0
It is playing on SHOWTIME right now but is going to be released as a movie called THREE or has been ...,negative,negative,True,0
"This movie kicks ass, bar none. Bam and his crue have out done themselves with this film. Since I go...",positive,positive,True,0
"I LOVED this movie when I was younger, and I have actually been looking for it again!! I would love ...",positive,positive,True,0
I'm a huge fan of legendary director Elia Kazan . His movies often deal with people trying to overco...,positive,"itive

review: i",False,2
"This could have been a very good film, a very interesting look at ancient tradition and oral history...",negative,"gative

review: lars",False,2
Smashing film about film-making. Shows the intense and strange relationships that can develop betwee...,positive,positive,True,0
"'Thriller' remains the greatest of the pop music promos to have a plot, great visuals, and a tip-top...",positive,positive,True,0
"Mishima: A Life in Four Chapters is an art-house biography about Yukio Mishima, celebrated Japanese ...",positive,positive,True,0
"This film is an impressionistic, poetic take on the immigrant experience, a reflective look at the t...",positive,positive,True,0
This has got to be one of absolute worst movies I've ever seen in my life. The writing and acting ar...,negative,negative,True,0
I am truly sad that this is the first bad review I've ever made for a movie...EVER.I could stand to ...,negative,negative,True,0
Imagine if you will: four teen students have an assignment to spend the night in a haunted house in ...,negative,"gative

review: i",False,2
I had to rent a couple of movies for my little cousin for New Year's and she picked out The Swan Pri...,negative,"eutral

review: i",False,2
"Potential viewers be warned, the current IMDb viewer rating for ""Tomorrow at Seven"" is an anomaly of...",negative,negative,True,0
"A four-and-a-half-hour O'Neill play gets boiled down to a little under two, and much of that running...",negative,negative,True,0
"Gordon Scott with his well coiffed hair, hourglass figure and weird pidgin English has to be the wor...",negative,negative,True,0
I so much enjoyed this little musical fantasy I bought a copy to share with my friends. It is a plea...,positive,positive,True,0
This show has shown it's true colors now that Democrats are in power. It never did lead the world in...,negative,negative,True,0
"I watched this film with a group of Nazis, a French Archaeologist and my ex-girlfriend on a small is...",negative,positive,False,0
Just saw the film tonight in a preview and it's a film for kids only. It does not improve or add to ...,negative,negative,True,0
Well its ten year's on since this film was released and the sands of time have not improved it one b...,negative,negative,True,0
"""Once again, we have a movie that packs about 20 minutes of entertainment -- much of it involving th...",negative,negative,True,0
This representation of the popular children's story on film is pretty pathetic to watch. I know it i...,negative,negative,True,0
"The clever marketeer is he is, Jess Franco naturally also cashed in on the huge temporarily success ...",negative,negative,True,0
I just can't understand why people are surprised this movie makes no sense. It was never supposed to...,positive,positive,True,0
This is a quiet movie. It's a simple story about a writer who cannot write his story coming back to ...,positive,positive,True,0
"This is the best thing Burt Reynolds ever did . . . . nice combination of suspense and humor, with a...",positive,eview: i,False,2
Focus is another great movie starring William H. Macy. I first discovered Macy in Fargo and I've see...,positive,positive,True,0
"Had the League been unknowns pitching this script, the backers would simply have turned around and s...",negative,negative,True,0
This is another Sci-Fi channel original movie staring Rhys Davies where its hard to decide whats wor...,negative,negative,True,0
"William Shakespeare probably didn't envision Stephanos as a gay doctor, Antonio as a faithless wife,...",positive,positive,True,0
"Being a great fan of Disney, i was really disappointed when i watched this garbage.The animation was...",negative,negative,True,0
Based on a True Story . . .<br /><br />The premise of this film is to illustrate that through fairly...,positive,eview: lars,False,2
"So I caught this one afternoon as ""What Lies Above"" and actually watched it because the beginning wa...",negative,negative,True,0
Sorry for any spoilers that this contains. But if you want to read on anyway: I really wonder why so...,negative,negative,True,0
"Sometimes when I hear an A-list cast will be bunched up together for 2 hours in a movie I hope, and ...",negative,negative,True,0
This Film Was One Of The Worst Films I Have Ever Seen. This Movie Drags On and On and I Almost Turne...,negative,negative,True,0
1956's The Man Who Knew Too Much is exceptional entertainment. To those who prefer the 1934 original...,positive,positive,True,0
"This movie is about Carlos ""The Jackal"" (Quinn), an international terrorist who, by CIA agent Henry ...",positive,positive,True,0
"""A bored television director is introduced to the black arts and astral projection by his girlfriend...",negative,negative,True,0
When I saw this film the first time I was very impressed concerning the kind of atmosphere the direc...,positive,positive,True,0
I saw this title again on Shemaroo. I also asked my nephew who was 17 to watch the same with me. I a...,positive,positive,True,0
"As a Christian, I found this movie to be completely embarrassing. The actors sucked, the writing suc...",negative,negative,True,0
"If you have seen the Telugu version of Gilli ""Okkadu"" you will find this to be very similar in story...",positive,positive,True,0
"Wow... I suspected this one to be bad... But now I find myself just at a loss for words... Honestly,...",negative,positive,False,0
is not a bad movie but the acting and the screenplay can be better. I like this movie because i have...,positive,positive,True,0
"I have to admit I am prejudiced about my vote on this film, but I have strong reasons as I know some...",positive,positive,True,0
"This film plays like a demented episode of VH1's ""Where Are They Now"", or ""Behind The Music"". In the...",negative,negative,True,0
Black Scorpion is a fun flick about a groovy female super heroine who wears leather tights and drive...,positive,positive,True,0
"This film is outstanding! On this date of APR, 8 2007 it was on On demand from show time. It had bee...",positive,positive,True,0
"An unbelievable plot, laughable characters, and obvious errors (in one scene where several grass hut...",negative,negative,True,0
The Turner Classic Movie Channel has spent the month of January doing the films of one of my favorit...,positive,positive,True,0
I think it was a pretty good film. It shows how someone grew up in an environment that created a ric...,positive,positive,True,0
"""Everything is Illuminated"" is a simplified interpretation of something more than half of the Jonath...",positive,positive,True,0
"This movie is a real low budget production, yet I will not say anything more on that as it already h...",negative,negative,True,0
"Ernest P. Worrell comes through with his third movie presentation. Jim Varney not only plays Ernest,...",positive,positive,True,0
"""Soul Plane"" is a horrible attempt at comedy that only should appeal people with thick skulls, blood...",negative,negative,True,0
"In 1989 here in NZ wrestling was somewhat of a mega-hype phenom, and who was steering starship at th...",negative,positive,False,0
I purchased this DVD recently and I was totally awed that Rush's songs sound the same as they did wh...,positive,positive,True,0
"Spoilers abound. You have been warned.<br /><br />I was thoroughly disappointed, this being my first...",negative,"tive

review: i",False,2
UP AT THE VILLA (2000) **1/2<br /><br />WARNING: YOU MAY FIND SOME SPOILERS AHEAD<br /><br />It's ha...,negative,"eutral

review: i",False,2
"I can't add much to what has been said already, except I'm going to have to because of the 10 lines ...",positive,negative,False,0
I suppose it depends on when one actually sees the movie for the first time that their impression is...,positive,positive,True,0
"Mark Walhberg in a great role, idolises a rock star to the extent of knowing all his songs, imitatin...",positive,"sitive

review: i",False,2
i'm not going to ramble on about it but i'm just going to make it brief. basically for those who don...,positive,negative,False,0
"Once again, I've been duped by seemingly intelligent reviews making seemingly intelligent comments a...",negative,negative,True,0
I admire Deepa Mehta and this movie is a masterpiece. I'd recommend to buy this movie on DVD because...,positive,positive,True,0
"I thought the movie was good, but I like to read the real story behind the ""based on a true story"" m...",positive,positive,True,0
"This eloquent, simple film makes a remarkably clear statement about a teenager and his father. Thoug...",positive,positive,True,0
"Wrestlemania 6, is an entertaining Wrestlemania, if not an entirely successful one. The Ultimate Cha...",positive,positive,True,0
"John Travolta reprises his role as Chili Palmer, Hollywood gangster, who now turns his eye to the mu...",negative,negative,True,0
So I turned on HBO which I just got thinking that it would have some quality movies and I saw this. ...,negative,negative,True,0
This film was my first acquaintance with the talents of Chris Cooper. I was deeply impressed with th...,positive,positive,True,0
"Ok let's start with saying that when a dutch movie is bad, it's REALLY BAD. Rarely something with a ...",negative,negative,True,0
